Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
555,1,21/01/2013,4982,454,1,1,0,0
614,2,26/02/2013,4512,743,1,0,0,0
1004,6,19/10/2013,4281,423,1,0,0,0
313,1,10/06/2013,5922,678,1,0,0,0
872,5,11/04/2014,9697,904,1,0,0,0
556,3,20/02/2013,6520,764,1,1,0,0
682,5,13/06/2014,11280,1849,1,0,0,0
825,5,24/05/2013,3481,437,1,0,0,1
849,5,06/09/2013,5980,749,1,0,0,0
626,5,19/07/2013,10194,960,1,1,0,1
504,5,07/06/2013,6788,996,1,1,0,0
520,3,20/05/2015,4411,460,1,1,0,0
186,6,05/10/2013,3293,334,1,0,0,0
892,1,08/04/2013,12195,1080,1,1,0,0
445,3,31/12/2014,4336,640,1,0,0,1
1029,5,10/04/2015,5507,785,1,0,0,0
396,6,19/04/2014,8634,865,1,0,0,0
231,1,29/04/2013,6837,471,1,1,0,0
1042,4,12/09/2013,4727,629,1,1,0,0
564,1,19/01/2015,5035,466,1,0,0,0
373,5,31/05/2013,7024,416,1,1,0,1
714,7,26/01/2014,0,0,0,0,0,0
784,7,25/01/2015,0,0,0,0,0,0
333,5,05/06/2015,10484,1343,1,1,0,0
875,2,10/02/2015,3701,408,1,0,0,0
973,7,21/06/2015,0,0,0,0,0,0
432,7,21/09/2014,0,0,0,0,0,0
1106,7,02/03/2014,0,0,0,0,0,0
702,2,14/04/2015,4847,330,1,1,0,0
1035,2,08/07/2014,4388,606,1,0,0,0
443,1,09/03/2015,4055,421,1,0,0,0
189,5,22/03/2013,10343,934,1,1,0,1
762,5,12/04/2013,3864,399,1,1,0,0
145,3,16/10/2013,7189,1325,1,0,0,0
931,1,10/06/2013,3617,465,1,0,0,0
61,1,30/06/2014,11237,989,1,1,0,0
130,6,04/10/2014,4112,508,1,0,0,0
1063,4,11/12/2014,4280,544,1,0,0,0
8,7,10/03/2013,0,0,0,0,0,0
184,7,19/05/2013,0,0,0,0,0,0
863,1,11/03/2013,6473,859,1,0,0,0
707,5,02/05/2014,13928,1420,1,1,0,0
647,2,25/03/2014,3968,540,1,0,0,0
434,2,27/01/2015,8006,586,1,1,0,0
16,6,07/03/2015,5143,651,1,0,0,0
536,2,02/09/2014,12256,1178,1,1,0,0
35,6,15/11/2014,7832,609,1,0,0,0
464,5,17/05/2013,10371,1275,1,1,0,0
891,5,11/01/2013,7170,1032,1,1,0,0
797,3,09/04/2014,3824,432,1,0,0,0
196,7,29/12/2013,0,0,0,0,0,0
557,3,10/06/2015,3645,631,1,0,0,0
613,7,28/07/2013,0,0,0,0,0,0
532,1,16/03/2015,14264,1591,1,1,0,0
1018,5,17/07/2015,11537,1220,1,1,0,1
697,1,10/06/2013,9232,967,1,0,0,0
228,3,28/08/2013,7668,563,1,1,0,1
247,5,19/07/2013,8987,700,1,1,0,1
386,1,28/04/2014,11212,806,1,1,0,0
507,3,13/11/2013,6563,543,1,0,0,0
1062,4,09/05/2013,0,0,0,0,a,0
247,3,07/05/2014,9271,710,1,1,0,0
540,2,11/03/2014,4055,330,1,0,0,0
183,6,06/04/2013,2375,340,1,0,0,0
727,2,05/03/2013,6430,599,1,1,0,0
999,3,07/01/2015,10614,684,1,1,0,0
1094,7,09/03/2014,0,0,0,0,0,0
478,5,02/08/2013,8271,827,1,1,0,1
438,2,24/09/2013,5966,573,1,1,0,0
1017,3,24/12/2014,3592,514,1,0,0,1
552,3,13/08/2014,5587,588,1,0,0,1
809,3,27/05/2015,7998,706,1,0,0,0
166,5,12/06/2015,4134,679,1,0,0,0
984,2,12/08/2014,4725,647,1,0,0,1
1016,4,24/10/2013,4871,501,1,1,0,1
623,6,18/04/2015,4771,586,1,0,0,0
322,5,23/08/2013,3875,525,1,0,0,1
163,5,27/03/2015,6287,762,1,0,0,0
749,5,06/06/2014,6874,865,1,1,0,0
351,1,31/03/2014,8286,641,1,1,0,0
922,4,24/07/2014,5672,554,1,0,0,1
645,5,05/04/2013,8593,1184,1,0,0,1
202,5,18/07/2014,6961,555,1,1,0,0
31,5,05/04/2013,5293,618,1,0,0,1
832,5,19/12/2014,8864,715,1,1,0,0
494,2,18/03/2014,8525,1167,1,1,0,0
22,3,01/04/2015,5990,548,1,1,0,1
969,2,19/08/2014,4479,675,1,1,0,1
1086,4,16/04/2015,6628,784,1,1,0,0
336,7,25/01/2015,0,0,0,0,0,0
696,2,23/06/2015,6572,914,1,0,0,0
398,2,14/05/2013,6054,603,1,1,0,0
139,5,04/10/2013,7809,628,1,0,0,0
176,2,23/09/2014,3930,573,1,0,0,0
235,5,24/04/2015,4162,452,1,0,0,0
471,2,17/12/2013,12042,801,1,1,0,0
807,3,15/10/2014,8861,911,1,0,0,0
503,6,15/06/2013,5332,400,1,0,0,0
275,1,15/07/2013,12474,1084,1,1,0,0
5,4,25/07/2013,4616,550,1,0,0,1
910,1,07/04/2014,4816,520,1,0,0,0
464,4,10/07/2014,10045,1263,1,0,0,1
659,2,04/03/2014,9358,947,1,1,0,0
988,6,15/03/2014,2823,472,1,0,0,0
952,3,16/04/2014,8547,634,1,1,0,1
555,7,14/04/2013,0,0,0,0,0,0
889,7,02/03/2014,0,0,0,0,0,0
655,1,06/05/2013,5435,536,1,0,0,0
469,4,03/01/2013,10527,1580,1,0,0,1
859,1,06/04/2015,0,0,0,0,b,1
132,2,05/02/2013,5046,481,1,1,0,0
175,4,27/06/2013,4646,582,1,0,0,1
381,5,05/12/2014,12236,1214,1,1,0,0
662,3,25/06/2014,5292,539,1,0,0,0
304,4,11/07/2013,5688,917,1,0,0,1
894,5,05/04/2013,8597,1145,1,0,0,1
304,6,23/02/2013,4140,681,1,0,0,0
627,6,02/02/2013,5857,662,1,0,0,0
425,6,01/03/2014,2596,348,1,0,0,0
255,3,02/07/2014,7168,671,1,1,0,0
782,3,06/02/2013,4654,421,1,1,0,0
203,7,03/03/2013,0,0,0,0,0,0
1088,6,07/02/2015,3488,331,1,0,0,0
803,3,30/01/2013,5408,444,1,0,0,0
879,7,24/05/2015,0,0,0,0,0,0
924,2,18/03/2014,5168,467,1,1,0,0
1071,2,07/05/2013,5796,754,1,0,0,0
128,7,01/02/2015,0,0,0,0,0,0
813,4,17/07/2014,5989,685,1,1,0,0
548,3,27/08/2014,0,0,0,0,0,1
1099,7,26/01/2014,0,0,0,0,0,0
2,3,20/11/2013,6390,690,1,1,0,0
261,5,15/03/2013,10451,895,1,0,0,0
599,4,25/12/2014,0,0,0,0,c,1
709,5,17/10/2014,9455,1290,1,0,0,0
614,6,14/12/2013,10567,1727,1,0,0,0
1112,2,24/06/2014,5304,528,1,0,0,0
390,7,01/02/2015,0,0,0,0,0,0
968,3,16/10/2013,6079,842,1,0,0,0
762,1,01/09/2014,5096,491,1,1,0,1
289,5,25/01/2013,6774,601,1,1,0,0
726,1,31/03/2014,16955,1475,1,1,0,0
172,6,17/01/2015,7021,823,1,0,0,0
788,6,07/06/2014,16450,1519,1,0,0,0
826,2,02/04/2013,9079,866,1,0,0,1
1008,5,27/03/2015,4003,585,1,0,0,0
1018,3,20/08/2014,12299,1395,1,1,0,1
357,6,31/05/2014,6615,955,1,0,0,0
236,7,03/08/2014,0,0,0,0,0,0
442,7,14/06/2015,0,0,0,0,0,0
552,6,14/06/2014,5062,502,1,0,0,0
517,5,11/01/2013,0,0,0,1,0,1
808,5,01/11/2013,7382,648,1,0,0,1
166,1,06/04/2015,0,0,0,0,b,1
1100,2,21/05/2013,4052,648,1,0,0,1
1028,4,04/12/2014,5943,655,1,1,0,0
400,4,25/06/2015,6884,1043,1,0,0,0
423,6,16/08/2014,8984,1765,1,0,0,0
14,6,05/10/2013,3114,380,1,0,0,0
1069,2,17/06/2014,7738,919,1,1,0,0
64,1,22/06/2015,8937,694,1,0,0,0
966,4,21/03/2013,5681,705,1,1,0,0
1091,3,28/05/2014,8053,716,1,0,0,0
518,5,05/06/2015,8831,672,1,1,0,1
82,2,17/12/2013,18147,1423,1,1,0,0
448,3,02/10/2013,8177,775,1,0,0,0
411,1,14/10/2013,6184,555,1,0,0,1
548,6,24/05/2014,3719,338,1,0,0,0
668,7,21/07/2013,0,0,0,0,0,0
615,6,13/12/2014,11946,1412,1,0,0,0
827,1,19/01/2015,10220,1361,1,0,0,0
769,7,08/06/2014,12623,3214,1,0,0,0
1033,2,24/09/2013,14737,1282,1,1,0,0
79,5,15/03/2013,4848,539,1,0,0,0
721,4,25/09/2014,5656,626,1,0,0,0
559,3,03/12/2014,6899,780,1,1,0,0
609,2,28/07/2015,4904,523,1,1,0,1
208,3,20/05/2015,2802,359,1,1,0,0
789,1,07/01/2013,3178,479,1,1,0,0
345,7,06/10/2013,0,0,0,0,0,0
850,1,12/01/2015,9239,865,1,1,0,0
830,4,01/08/2013,7228,558,1,1,0,1
880,4,06/03/2014,7219,819,1,1,0,0
1006,4,02/10/2014,8481,1071,1,1,0,0
925,1,30/12/2013,10105,1718,1,0,0,1
572,2,30/06/2015,11978,786,1,1,0,1
196,2,19/05/2015,6457,768,1,1,0,0
820,4,19/06/2014,0,0,0,1,a,1
480,5,07/02/2014,4846,628,1,1,0,1
976,6,25/01/2014,3818,448,1,0,0,0
615,1,09/06/2014,0,0,0,0,a,0
727,6,07/09/2013,2466,268,1,0,0,0
255,7,13/10/2013,0,0,0,0,0,0
162,7,14/12/2014,0,0,0,0,0,0
888,5,06/12/2013,7580,667,1,1,0,0
938,2,28/04/2015,10185,1022,1,1,0,0
430,4,21/03/2013,7979,645,1,1,0,0
33,5,29/08/2014,8504,845,1,0,0,0
187,2,04/02/2014,8517,991,1,1,0,0
213,3,08/07/2015,7264,571,1,0,0,1
885,1,08/06/2015,5965,796,1,0,0,0
956,6,07/06/2014,2434,346,1,0,0,0
983,4,19/02/2015,8016,1081,1,1,0,0
761,7,13/01/2013,0,0,0,0,0,0
1017,5,31/05/2013,9680,1268,1,1,0,0
493,2,17/12/2013,12320,1063,1,1,0,0
901,5,03/01/2014,6699,598,1,0,0,1
233,5,06/06/2014,10306,1105,1,1,0,0
62,1,23/06/2014,6791,764,1,0,0,0
987,7,07/12/2014,0,0,0,0,0,0
338,7,15/09/2013,0,0,0,0,0,0
520,7,26/10/2014,0,0,0,0,0,0
823,5,24/04/2015,5454,587,1,0,0,0
553,3,13/02/2013,4246,482,1,0,0,0
188,7,16/11/2014,0,0,0,0,0,0
1113,4,18/04/2013,5148,753,1,0,0,0
834,1,03/02/2014,9179,882,1,1,0,1
190,1,10/03/2014,6658,678,1,0,0,0
39,1,02/12/2013,10553,1101,1,1,0,0
82,5,01/03/2013,8553,854,1,0,0,0
297,4,18/09/2014,6509,684,1,1,0,0
1089,3,07/05/2014,10026,980,1,1,0,0
416,6,08/11/2014,11708,1454,1,0,0,0
144,4,03/04/2014,7631,729,1,1,0,0
1055,2,08/04/2014,6997,917,1,0,0,0
230,7,29/03/2015,0,0,0,0,0,0
954,1,23/03/2015,5799,765,1,0,0,0
157,2,02/06/2015,13832,1181,1,1,0,0
660,5,14/02/2014,4126,496,1,0,0,0
751,4,13/02/2014,3257,473,1,0,0,0
256,1,28/10/2013,6265,938,1,0,0,1
291,7,10/03/2013,0,0,0,0,0,0
406,5,20/03/2015,6685,533,1,1,0,0
216,1,15/06/2015,9816,1082,1,1,0,0
881,1,18/05/2015,6150,807,1,1,0,0
911,2,28/01/2014,7369,757,1,0,0,0
686,5,01/05/2015,0,0,0,1,a,0
928,3,10/09/2014,5469,579,1,0,0,0
134,2,17/03/2015,5989,587,1,1,0,0
70,1,21/10/2013,8634,865,1,1,0,0
855,3,25/06/2014,4005,527,1,0,0,0
280,4,21/03/2013,6559,576,1,1,0,0
361,4,25/07/2013,5098,558,1,0,0,1
863,5,23/01/2015,7513,1002,1,0,0,0
52,1,19/05/2014,7452,488,1,1,0,0
394,3,27/11/2013,6105,533,1,0,0,0
716,2,10/03/2015,4327,361,1,0,0,0
177,6,26/01/2013,1275,180,1,0,0,0
146,5,02/01/2015,7125,707,1,0,0,1
686,3,22/05/2013,4712,619,1,0,0,1
686,1,15/07/2013,10952,1106,1,1,0,1
310,1,14/04/2014,14016,1021,1,1,0,0
351,5,20/02/2015,6501,503,1,1,0,0
206,7,14/09/2014,0,0,0,0,0,0
637,4,17/10/2013,7311,674,1,0,0,0
1004,5,30/08/2013,6617,506,1,1,0,1
1106,1,24/11/2014,8241,774,1,1,0,0
115,1,16/02/2015,9422,641,1,1,0,1
124,6,05/04/2014,2356,314,1,0,0,0
355,1,02/09/2013,7991,1085,1,0,0,0
1013,5,29/05/2015,3911,412,1,0,0,0
793,2,15/10/2013,2918,331,1,0,0,0
830,1,01/09/2014,10595,798,1,1,0,0
602,2,03/09/2013,4941,563,1,0,0,0
668,4,25/04/2013,8516,1128,1,1,0,0
420,4,11/04/2013,3937,369,1,1,0,0
745,6,30/08/2014,3135,330,1,0,0,0
1087,6,28/02/2015,7452,724,1,0,0,0
944,2,22/10/2013,7383,1130,1,1,0,0
24,7,28/07/2013,0,0,0,0,0,0
678,3,03/06/2015,9919,1087,1,1,0,0
995,6,11/05/2013,7029,689,1,0,0,0
83,3,11/02/2015,4611,432,1,0,0,0
362,3,15/01/2014,7084,979,1,0,0,0
523,5,17/01/2014,12673,1510,1,0,0,0
926,6,14/12/2013,8261,576,1,0,0,0
1054,7,03/11/2013,0,0,0,0,0,0
175,4,08/05/2014,6171,700,1,1,0,0
831,2,26/05/2015,12426,1603,1,0,0,1
194,7,19/01/2014,0,0,0,0,0,0
1045,4,17/04/2014,13018,1466,1,1,0,1
1012,1,04/03/2013,7227,573,1,1,0,0
505,3,25/02/2015,3708,522,1,0,0,0
908,3,18/02/2015,5163,397,1,1,0,0
1107,5,17/04/2015,6587,694,1,1,0,0
212,4,27/06/2013,3077,353,1,0,0,1
109,7,10/03/2013,0,0,0,0,0,0
916,3,23/04/2014,5080,667,1,0,0,1
981,3,14/01/2015,7257,727,1,1,0,0
792,2,24/12/2013,4580,482,1,0,0,1
776,5,27/12/2013,6232,693,1,0,0,1
1111,5,15/03/2013,4778,476,1,0,0,0
645,3,21/01/2015,8834,989,1,0,0,0
511,2,27/05/2014,5548,805,1,0,0,0
137,2,11/06/2013,6683,903,1,0,0,0
243,6,17/05/2014,5290,767,1,0,0,0
11,6,02/11/2013,6588,863,1,0,0,0
648,2,05/05/2015,7595,619,1,1,0,0
908,4,23/04/2015,2932,299,1,0,0,0
558,3,10/04/2013,3507,454,1,1,0,0
733,1,25/03/2013,16476,3655,1,1,0,1
888,3,08/05/2013,7662,791,1,0,0,0
601,6,24/01/2015,4630,396,1,0,0,0
753,1,02/03/2015,12650,995,1,1,0,0
410,1,15/06/2015,10858,1024,1,1,0,0
536,6,25/04/2015,4881,507,1,0,0,0
41,7,07/06/2015,0,0,0,0,0,0
59,4,07/08/2014,4949,518,1,1,0,1
327,7,15/03/2015,0,0,0,0,0,0
449,4,08/08/2013,10130,1452,1,0,0,1
843,7,21/09/2014,0,0,0,0,0,0
65,3,27/08/2014,3174,346,1,0,0,1
860,3,16/01/2013,3194,470,1,0,0,0
872,2,23/04/2013,8752,879,1,1,0,0
725,4,15/01/2015,5299,527,1,1,0,0
658,5,23/05/2014,6933,635,1,1,0,0
985,5,14/06/2013,8300,667,1,0,0,0
451,1,05/01/2015,5240,454,1,1,0,1
424,4,28/08/2014,5817,674,1,0,0,0
295,6,14/03/2015,5692,678,1,0,0,0
750,3,11/12/2013,4841,357,1,0,0,0
1064,3,01/10/2014,11340,1190,1,1,0,0
1033,7,02/06/2013,0,0,0,0,0,0
1082,7,11/01/2015,0,0,0,0,0,0
948,2,07/07/2015,7746,2224,1,0,0,0
415,4,14/11/2013,5237,454,1,0,0,0
257,1,01/12/2014,7744,756,1,1,0,0
409,2,27/05/2014,4487,467,1,0,0,0
1017,5,02/01/2015,6589,979,1,0,0,1
144,5,22/05/2015,8673,847,1,1,0,0
801,2,18/02/2014,4625,427,1,1,0,0
249,5,27/12/2013,5550,591,1,0,0,1
151,7,09/06/2013,0,0,0,0,0,0
305,2,22/10/2013,4023,384,1,1,0,1
936,6,16/03/2013,8687,989,1,0,0,0
821,6,16/05/2015,4670,603,1,0,0,0
841,2,11/02/2014,2239,398,1,0,0,0
256,2,24/06/2014,7134,1023,1,0,0,0
329,2,25/02/2014,5430,571,1,0,0,0
262,4,24/10/2013,17036,2995,1,1,0,0
839,5,06/06/2014,6202,784,1,1,0,0
143,1,19/01/2015,4990,501,1,0,0,0
248,7,14/06/2015,0,0,0,0,0,0
1079,6,24/08/2013,6583,502,1,0,0,0
606,2,02/04/2013,6641,727,1,0,0,1
868,4,31/10/2013,7220,548,1,0,0,0
1058,5,13/12/2013,7698,778,1,0,0,0
855,5,20/12/2013,8209,855,1,1,0,0
914,6,19/07/2014,5648,689,1,0,0,0
878,5,08/08/2014,9185,856,1,1,0,1
2,6,29/11/2014,3424,372,1,0,0,0
1103,3,26/03/2014,3789,313,1,0,0,0
470,2,16/12/2014,19526,2258,1,1,0,0
900,1,12/08/2013,6898,661,1,1,0,1
953,6,11/07/2015,2304,239,1,0,0,0
981,6,14/12/2013,7414,693,1,0,0,0
999,5,25/01/2013,10705,755,1,1,0,0
119,4,19/12/2013,7871,836,1,1,0,0
241,4,23/07/2015,5311,577,1,0,0,1
878,3,08/01/2014,11767,1015,1,1,0,0
154,1,17/06/2013,10463,818,1,1,0,0
581,7,15/03/2015,0,0,0,0,0,0
777,2,04/06/2013,3650,313,1,1,0,0
339,5,08/03/2013,5141,695,1,1,0,0
992,5,18/01/2013,5097,698,1,0,0,0
149,2,17/03/2015,7117,563,1,1,0,0
1115,6,22/02/2014,6575,476,1,0,0,0
932,7,23/03/2014,0,0,0,0,0,0
773,1,23/06/2014,5125,812,1,0,0,0
556,6,13/12/2014,7007,762,1,0,0,0
1115,7,09/06/2013,0,0,0,0,0,0
975,3,21/05/2014,6879,678,1,1,0,0
238,4,14/02/2013,6484,1035,1,0,0,0
78,7,18/08/2013,0,0,0,0,0,0
78,4,19/09/2013,2452,410,1,0,0,0
643,5,04/07/2014,8753,1118,1,1,0,0
148,1,29/09/2014,11450,989,1,1,0,0
37,5,18/07/2014,7888,807,1,1,0,0
656,4,20/06/2013,3493,382,1,1,0,0
1035,6,04/04/2015,3282,388,1,0,0,0
818,1,17/02/2014,9985,898,1,1,0,0
425,5,01/03/2013,3355,458,1,0,0,0
956,7,23/03/2014,0,0,0,0,0,0
486,2,10/06/2014,3433,446,1,0,0,1
978,2,27/08/2013,7085,980,1,1,0,0
578,2,24/03/2015,5902,594,1,0,0,0
362,6,17/08/2013,6873,954,1,0,0,0
364,5,09/01/2015,5170,576,1,1,0,0
333,1,20/05/2013,0,0,0,0,a,0
10,5,08/03/2013,5350,595,1,1,0,0
537,6,05/04/2014,4776,505,1,0,0,0
559,2,04/06/2013,5984,769,1,1,0,0
559,3,06/02/2013,7418,945,1,1,0,1
754,3,06/11/2013,9417,1092,1,1,0,0
1082,3,12/03/2014,5371,873,1,0,0,0
874,6,17/08/2013,3433,431,1,0,0,0
170,1,19/08/2013,4357,518,1,0,0,1
925,7,30/06/2013,0,0,0,0,0,0
131,5,26/06/2015,4547,500,1,0,0,0
974,2,09/04/2013,12050,1706,1,1,0,0
1058,2,18/06/2013,7026,668,1,1,0,0
1096,5,18/04/2014,0,0,0,1,b,1
905,6,04/07/2015,4334,748,1,0,0,0
877,2,15/07/2014,8016,1021,1,1,0,1
795,1,28/04/2014,6975,644,1,1,0,0
186,1,10/03/2014,3150,362,1,0,0,0
221,3,11/03/2015,4515,459,1,0,0,0
1048,2,18/11/2014,5495,432,1,0,0,0
4,1,01/12/2014,12359,1608,1,1,0,0
799,7,26/10/2014,0,0,0,0,0,0
187,4,16/10/2014,4865,672,1,0,0,1
700,2,19/03/2013,2591,399,1,1,0,0
1107,7,24/03/2013,0,0,0,0,0,0
789,7,29/06/2014,0,0,0,0,0,0
738,4,29/05/2014,0,0,0,0,a,0
522,2,08/01/2013,8084,586,1,1,0,0
640,7,29/03/2015,0,0,0,0,0,0
712,1,28/01/2013,5387,505,1,0,0,0
279,6,31/01/2015,11355,909,1,0,0,0
232,4,21/08/2014,3331,320,1,1,0,1
901,1,20/04/2015,6599,640,1,0,0,0
337,2,07/05/2013,4425,333,1,0,0,0
664,6,04/04/2015,6023,727,1,0,0,0
333,3,04/02/2015,10805,1353,1,1,0,0
614,5,10/05/2013,6725,1014,1,0,0,1
468,1,23/06/2014,4189,526,1,0,0,0
1112,7,23/11/2014,0,0,0,0,0,0
114,5,07/11/2014,6587,660,1,1,0,0
1029,2,17/09/2013,4799,786,1,0,0,0
182,7,10/05/2015,0,0,0,0,0,0
26,2,19/11/2013,7759,585,1,1,0,0
231,1,16/06/2014,6002,431,1,1,0,1
333,6,22/03/2014,7524,1044,1,0,0,0
502,2,15/04/2014,15926,1928,1,1,0,1
1046,6,13/04/2013,5778,509,1,0,0,0
851,7,06/01/2013,0,0,0,0,a,0
739,1,16/09/2013,7048,638,1,0,0,0
253,1,11/11/2013,4950,676,1,0,0,0
817,1,28/04/2014,27558,3734,1,1,0,0
747,6,24/05/2014,5679,547,1,0,0,0
683,6,27/06/2015,5499,542,1,0,0,0
864,5,10/05/2013,4312,618,1,0,0,0
982,2,16/04/2013,5645,544,1,0,0,0
241,1,22/12/2014,11631,1139,1,0,0,1
531,5,23/05/2014,4521,536,1,1,0,0
127,4,11/07/2013,3560,522,1,0,0,0
301,1,27/05/2013,6068,669,1,1,0,0
738,2,06/08/2013,6394,592,1,0,0,1
493,3,24/07/2013,4982,549,1,0,0,1
227,2,28/07/2015,6947,577,1,1,0,1
625,7,28/12/2014,0,0,0,0,0,0
734,4,18/06/2015,6760,560,1,1,0,0
612,2,27/05/2014,4884,333,1,0,0,0
912,4,26/12/2013,0,0,0,0,c,1
392,2,09/07/2013,5228,615,1,0,0,0
625,6,08/11/2014,4572,479,1,0,0,0
147,5,27/09/2013,8492,906,1,1,0,0
249,5,15/03/2013,4677,534,1,0,0,0
394,3,14/05/2014,5937,515,1,0,0,0
13,6,18/01/2014,4397,372,1,0,0,0
341,1,19/05/2014,7381,920,1,1,0,0
1109,6,20/04/2013,3126,308,1,0,0,0
819,3,04/02/2015,6118,552,1,1,0,0
864,5,10/04/2015,3563,560,1,0,0,1
483,2,24/02/2015,4513,662,1,0,0,0
607,1,13/04/2015,6817,592,1,1,0,0
394,5,30/01/2015,10981,795,1,1,0,0
824,6,07/09/2013,5084,694,1,0,0,0
147,3,05/11/2014,10072,968,1,1,0,0
815,6,03/01/2015,5352,529,1,0,0,0
780,5,10/07/2015,6487,748,1,0,0,0
275,1,11/05/2015,5446,605,1,0,0,0
325,3,08/01/2014,6212,656,1,1,0,0
135,4,28/02/2013,4796,462,1,0,0,0
1012,3,11/03/2015,4138,383,1,0,0,0
1112,2,14/04/2015,10302,811,1,1,0,0
563,5,06/02/2015,5314,653,1,1,0,0
565,3,30/01/2013,4884,688,1,0,0,0
624,6,04/07/2015,4359,421,1,0,0,0
382,4,23/04/2015,6133,533,1,0,0,0
687,3,25/12/2013,0,0,0,0,c,1
318,3,11/02/2015,5799,559,1,0,0,1
724,2,23/06/2015,6448,619,1,0,0,0
709,7,14/09/2014,0,0,0,0,0,0
820,6,14/02/2015,11760,1027,1,0,0,0
578,6,30/05/2015,10332,995,1,0,0,0
788,4,05/06/2014,20711,1905,1,1,0,0
792,4,12/02/2015,4463,496,1,0,0,0
410,1,31/03/2014,10514,1063,1,1,0,0
976,3,17/07/2013,8439,826,1,1,0,0
341,2,18/02/2014,6930,825,1,1,0,0
658,2,29/07/2014,7314,654,1,1,0,1
413,4,21/05/2015,7964,931,1,1,0,0
897,3,12/03/2014,2141,265,1,0,0,0
653,2,26/02/2013,4454,476,1,0,0,0
424,5,13/06/2014,6360,758,1,0,0,0
378,7,29/09/2013,0,0,0,0,0,0
968,4,09/01/2014,7765,953,1,1,0,0
6,1,30/12/2013,6980,767,1,0,0,1
271,7,06/01/2013,0,0,0,0,0,0
944,1,16/06/2014,8678,1222,1,1,0,0
1067,2,04/02/2014,6706,528,1,1,0,0
232,2,02/04/2013,2402,256,1,0,0,0
1049,5,25/01/2013,3877,623,1,1,0,0
877,3,03/09/2014,8258,1080,1,1,0,0
793,7,06/01/2013,0,0,0,0,0,0
63,5,13/02/2015,6265,635,1,0,0,0
509,4,12/09/2013,6997,563,1,1,0,0
532,3,14/08/2013,10856,1159,1,1,0,1
570,3,29/04/2015,5762,771,1,1,0,0
551,3,31/07/2013,11519,1327,1,1,0,1
683,3,26/11/2014,10264,952,1,1,0,0
29,3,03/06/2015,10834,915,1,1,0,0
933,2,16/09/2014,8529,987,1,1,0,0
989,3,28/05/2014,5546,645,1,0,0,0
396,3,06/05/2015,11280,1139,1,1,0,0
91,6,23/11/2013,6473,735,1,0,0,0
457,5,30/08/2013,5451,493,1,1,0,1
456,1,07/01/2013,9000,1120,1,1,0,0
1081,2,14/05/2013,0,0,0,1,0,0
1048,6,05/04/2014,6113,507,1,0,0,0
369,6,30/08/2014,7135,609,1,0,0,1
26,3,24/09/2014,3903,362,1,0,0,0
2,2,14/04/2015,6569,703,1,1,0,0
497,1,30/12/2013,11275,1421,1,0,0,1
871,3,24/09/2014,4692,428,1,0,0,0
297,7,15/06/2014,0,0,0,0,0,0
510,2,05/11/2013,10838,1070,1,1,0,0
10,6,22/11/2014,5337,525,1,0,0,0
793,3,01/05/2013,0,0,0,1,a,0
100,4,15/08/2013,0,0,0,1,a,1
105,2,06/01/2015,0,0,0,1,a,0
736,6,08/06/2013,3798,435,1,0,0,0
1047,2,28/01/2014,3723,464,1,0,0,0
68,6,13/09/2014,8072,1198,1,0,0,0
1008,7,02/11/2014,0,0,0,0,0,0
442,4,20/02/2014,4422,460,1,1,0,0
173,1,16/03/2015,11701,1273,1,1,0,0
316,4,26/06/2014,6884,735,1,0,0,0
489,4,02/10/2014,9755,855,1,1,0,0
163,6,31/05/2014,6439,713,1,0,0,0
491,5,27/09/2013,6243,519,1,1,0,0
1115,2,17/06/2014,8226,506,1,1,0,0
1103,6,30/05/2015,6026,437,1,0,0,0
103,1,12/05/2014,4791,453,1,0,0,0
61,5,19/09/2014,4562,581,1,1,0,0
578,2,13/08/2013,10886,1010,1,1,0,0
1004,3,08/05/2013,4228,425,1,0,0,0
797,7,30/03/2014,0,0,0,0,0,0
935,7,24/11/2013,0,0,0,0,0,0
197,3,20/05/2015,7805,935,1,1,0,0
261,4,18/09/2014,14468,1058,1,1,0,0
612,1,21/10/2013,8556,507,1,1,0,0
131,7,24/05/2015,0,0,0,0,0,0
537,3,26/11/2014,7070,705,1,1,0,0
458,1,21/10/2013,13279,816,1,1,0,1
549,1,28/04/2014,5335,577,1,1,0,1
1066,5,27/06/2014,10444,1108,1,0,0,0
924,1,07/01/2013,8307,682,1,1,0,0
894,6,27/09/2014,5881,790,1,0,0,0
464,2,31/12/2013,8363,1092,1,0,0,1
989,7,20/10/2013,0,0,0,0,0,0
990,5,06/02/2015,8074,689,1,1,0,0
300,6,02/05/2015,11522,1354,1,0,0,0
866,3,03/07/2013,8577,527,1,1,0,0
357,2,23/12/2014,11745,1424,1,0,0,1
394,2,04/11/2014,9113,674,1,1,0,0
233,7,24/02/2013,0,0,0,0,0,0
242,2,18/11/2014,2733,264,1,0,0,0
216,7,24/08/2014,0,0,0,0,0,0
777,7,06/10/2013,0,0,0,0,0,0
771,3,09/04/2014,6031,658,1,0,0,0
578,3,02/10/2013,7799,799,1,0,0,0
384,4,05/06/2014,10217,1176,1,1,0,0
800,4,08/08/2013,4706,469,1,0,0,1
881,6,01/03/2014,3197,475,1,0,0,0
642,4,05/09/2013,2898,428,1,0,0,0
1064,3,10/06/2015,8610,1014,1,0,0,0
